Model,Feature Engineering Description,Avg f1_macro,Avg. Train-Test Gap,Avg. Fit Time,Avg. Complexity
DT,Original Features,0.6344495042480763,0.3597553756012678,0.017618521849314374,251.89333333333332
DT,Rotation-based Features,0.6373394818674046,0.3568653979819394,3.183370699087779,187.88666666666668
